event_id,label,start_timestamp,duration,utm_x,utm_y,elevation,utm_zone,file_ids,file_start_time_offsets,tdoas,distance_residuals,residual_rms,mean_cc_max,hawkears_confirmed
OKLG8_WEML_0032,Western Meadowlark,2025-06-16 12:30:22+00:00,3.0,306231.06913100585,5466559.562177458,687.7531242022075,11U,"[""OKLG-8-F1_20250616_120000"", ""OKLG-8-E2_20250616_120000"", ""OKLG-8-G1_20250616_120000"", ""OKLG-8-F2_20250616_120000"", ""OKLG-8-E1_20250616_120000""]","[910.5, 910.5, 910.5, 910.5, 910.5]","[0.0, -0.05753317486808218, 0.0779043251319178, -0.03934567486808216, -0.016220674868082152]","[0.0, -0.025157851079577378, -0.4750675463907022, 0.16642349242062057, -0.037351982710436944]",0.226015061686827,0.2385502655059099,True
OKLG8_WEML_0033,Western Meadowlark,2025-06-16 12:31:13.500000+00:00,3.0,306231.0721830727,5466559.542707632,687.8461874955068,11U,"[""OKLG-8-F1_20250616_120000"", ""OKLG-8-E2_20250616_120000"", ""OKLG-8-E1_20250616_120000"", ""OKLG-8-G1_20250616_120000"", ""OKLG-8-F2_20250616_120000""]","[936.0, 936.0, 936.0, 936.0, 936.0]","[0.0, -0.05751234153474882, -0.01619984153474885, 0.0778834917985845, -0.0393040082014155]","[0.0, -0.020966438039362444, -0.04378738161536993, -0.4665820529093176, 0.15800909566874655]",0.2213696513634679,0.239369449019432,True
OKLG8_WEML_0034,Western Meadowlark,2025-06-16 12:32:28+00:00,3.0,306247.81460707175,5466526.934662044,673.3362202804361,11U,"[""OKLG-8-F7_20250616_120000"", ""OKLG-8-E7_20250616_120000"", ""OKLG-8-E6_20250616_120000"", ""OKLG-8-G6_20250616_120000"", ""OKLG-8-G7_20250616_120000""]","[973.5, 973.5, 973.5, 973.5, 973.5]","[0.0, 0.007675158465251131, -0.09526234153474883, -0.08961650820141553, 0.013716825131917798]","[0.0, -0.22025015358729394, 0.1316267342788766, 0.21797202584055644, -0.3419670090153592]",0.2146107949922815,0.2170840047299861,True
OKLG8_WEML_0035,Western Meadowlark,2025-06-16 12:32:31.500000+00:00,3.0,306247.60238341044,5466521.084530167,676.8477099518652,11U,"[""OKLG-8-E3_20250616_120000"", ""OKLG-8-E4_20250616_120000"", ""OKLG-8-F2_20250616_120000"", ""OKLG-8-E2_20250616_120000"", ""OKLG-8-F3_20250616_120000"", ""OKLG-8-D4_20250616_120000"", ""OKLG-8-F4_20250616_120000"", ""OKLG-8-D2_20250616_120000"", ""OKLG-8-D3_20250616_120000""]","[975.0, 975.0, 975.0, 975.0, 975.0, 975.0, 975.0, 975.0, 975.0]","[0.0, 0.058883491798584486, 0.0029668251319178163, 0.036612658465251136, -0.07744984153474882, 0.13173765846525115, 0.030529325131917806, 0.12590432513191785, 0.10148765846525115]","[0.0, -0.4583896554628557, 0.20788205016011324, -0.2501320791543658, 0.36574094319471506, -0.859152940783939, -0.3647058805055055, -0.7586086651386653, -0.7080752926074779]",0.5161481698680023,0.2086763286756144,True
OKLG8_WEML_0036,Western Meadowlark,2025-06-16 12:33:37.500000+00:00,3.0,306247.94932979386,5466521.307493982,677.7711962364543,11U,"[""OKLG-8-F4_20250616_120000"", ""OKLG-8-G3_20250616_120000"", ""OKLG-8-F5_20250616_120000"", ""OKLG-8-E3_20250616_120000"", ""OKLG-8-G4_20250616_120000"", ""OKLG-8-E5_20250616_120000"", ""OKLG-8-E4_20250616_120000"", ""OKLG-8-F3_20250616_120000""]","[1008.0, 1008.0, 1008.0, 1008.0, 1008.0, 1008.0, 1008.0, 1008.0]","[0.0, -0.007387341534748848, 0.10075849179858448, -0.02990817486808217, 0.04432099179858451, 0.11850849179858447, 0.028550158465251163, -0.10834567486808216]","[0.0, -0.08480709821078833, -0.5285224121662976, 0.1819654728861648, -0.33582599089270004, -0.5325104500112571, -0.02251053981355594, 0.5597014688690476]",0.3587754436236586,0.1737023536115884,True
OKLG8_WEML_0037,Western Meadowlark,2025-06-16 12:33:40+00:00,3.0,306247.88810115366,5466521.281266755,677.7408572757097,11U,"[""OKLG-8-F4_20250616_120000"", ""OKLG-8-G3_20250616_120000"", ""OKLG-8-G5_20250616_120000"", ""OKLG-8-F3_20250616_120000"", ""OKLG-8-E5_20250616_120000"", ""OKLG-8-E3_20250616_120000"", ""OKLG-8-E4_20250616_120000"", ""OKLG-8-G4_20250616_120000"", ""OKLG-8-F5_20250616_120000""]","[1009.5, 1009.5, 1009.5, 1009.5, 1009.5, 1009.5, 1009.5, 1009.5, 1009.5]","[0.0, -0.007387341534748848, 0.13025849179858445, -0.10834567486808216, 0.11852932513191783, -0.02990817486808217, 0.028550158465251163, 0.04432099179858451, 0.10075849179858448]","[0.0, 0.0004405096869809014, -0.5394826402781787, 0.5877397047143065, -0.5643043377414392, 0.1431450690478781, -0.057169863134238184, -0.2911036705064378, -0.5287451061008832]",0.3862915849679168,0.1672135868834124,True
OKLG8_WEML_0038,Western Meadowlark,2025-06-16 12:33:43.500000+00:00,3.0,306219.1125356873,5466402.439682039,652.9313882064214,11U,"[""OKLG-8-E7_20250616_120000"", ""OKLG-8-D6_20250616_120000"", ""OKLG-8-F7_20250616_120000"", ""OKLG-8-D7_20250616_120000""]","[1011.0, 1011.0, 1011.0, 1011.0]","[0.0, 0.03448765846525115, 0.0479459917985845, 0.051008491798584465]","[0.0, 0.09785718993185054, -0.0953392641199544, -0.20929670437819903]",0.1249707119367053,0.2690008427016437,True
OKLG8_WEML_0039,Western Meadowlark,2025-06-16 12:34:10+00:00,3.0,306247.6973591159,5466519.94896092,675.7055443310086,11U,"[""OKLG-8-F1_20250616_120000"", ""OKLG-8-E1_20250616_120000"", ""OKLG-8-E2_20250616_120000"", ""OKLG-8-G1_20250616_120000"", ""OKLG-8-F2_20250616_120000""]","[1024.5, 1024.5, 1024.5, 1024.5, 1024.5]","[0.0, 0.016820991798584484, -0.0755540082014155, 0.02917515846525115, -0.10972067486808218]","[0.0, -0.45338185699968864, 0.2313854247328521, -0.2737990731669124, 1.1324242905353417]",0.5685850911335647,0.2510509043931961,True
OKLG8_WEML_0040,Western Meadowlark,2025-06-16 12:35:01.500000+00:00,3.0,306248.0136250826,5466521.030180347,676.3374135236403,11U,"[""OKLG-8-E2_20250616_120000"", ""OKLG-8-F3_20250616_120000"", ""OKLG-8-D2_20250616_120000"", ""OKLG-8-F2_20250616_120000"", ""OKLG-8-E3_20250616_120000"", ""OKLG-8-D3_20250616_120000"", ""OKLG-8-D1_20250616_120000"", ""OKLG-8-F1_20250616_120000"", ""OKLG-8-E1_20250616_120000""]","[1050.0, 1050.0, 1050.0, 1050.0, 1050.0, 1050.0, 1050.0, 1050.0, 1050.0]","[0.0, -0.1146165082014155, 0.09065432513191785, -0.03428317486808219, -0.036158174868082205, 0.06523765846525115, 0.1568209917985845, 0.07544599179858447, 0.0913209917985845]","[0.0, 0.18207824429738503, -0.9345287083552889, 0.35604114486539207, 0.06668591953334044, -0.5631781000897836, -0.9964336030698479, -0.7727414462847488, -0.6506884582103865]",0.6117627547314619,0.1604892652895715,True
OKLG8_WEML_0041,Western Meadowlark,2025-06-16 12:35:04+00:00,3.0,306248.127374677,5466521.401714873,677.5377296889731,11U,"[""OKLG-8-E4_20250616_120000"", ""OKLG-8-E5_20250616_120000"", ""OKLG-8-D5_20250616_120000"", ""OKLG-8-F3_20250616_120000"", ""OKLG-8-E3_20250616_120000"", ""OKLG-8-F5_20250616_120000"", ""OKLG-8-D3_20250616_120000"", ""OKLG-8-F4_20250616_120000""]","[1051.5, 1051.5, 1051.5, 1051.5, 1051.5, 1051.5, 1051.5, 1051.5]","[0.0, 0.09038349179858451, 0.1377168251319178, -0.13722067486808218, -0.05874150820141549, 0.07211265846525117, 0.0426543251319178, -0.028512341534748853]","[0.0, -0.6934606013627569, -0.7979933223717774, 0.5198165364761492, 0.33849307503215925, -0.5839573176625399, -0.4321757260785032, -0.10707128074127012]",0.5051873424599305,0.1978634181432426,True
OKLG8_WEML_0042,Western Meadowlark,2025-06-16 12:35:31.500000+00:00,3.0,306248.0128348389,5466520.965963085,676.2983231016321,11U,"[""OKLG-8-E2_20250616_120000"", ""OKLG-8-E3_20250616_120000"", ""OKLG-8-F3_20250616_120000"", ""OKLG-8-E1_20250616_120000"", ""OKLG-8-D1_20250616_120000"", ""OKLG-8-D2_20250616_120000"", ""OKLG-8-D3_20250616_120000"", ""OKLG-8-F1_20250616_120000"", ""OKLG-8-F2_20250616_120000""]","[1065.0, 1065.0, 1065.0, 1065.0, 1065.0, 1065.0, 1065.0, 1065.0, 1065.0]","[0.0, -0.03640817486808218, -0.1147831748680822, 0.09117515846525115, 0.15671682513191781, 0.0891959917985845, 0.06515432513191782, 0.07534182513191784, -0.03444984153474884]","[0.0, 0.09063172613249054, 0.14018484902609488, -0.5853026015022039, -0.9587760550398682, -0.4457112984110065, -0.583860329442571, -0.7157980323812961, 0.4338313604025982]",0.5301807321804939,0.1868497071166833,True
OKLG8_WEML_0043,Western Meadowlark,2025-06-16 12:36:04+00:00,3.0,306248.0604863395,5466521.052812847,676.6221793722762,11U,"[""OKLG-8-E2_20250616_120000"", ""OKLG-8-F3_20250616_120000"", ""OKLG-8-F1_20250616_120000"", ""OKLG-8-F2_20250616_120000"", ""OKLG-8-D3_20250616_120000"", ""OKLG-8-E1_20250616_120000"", ""OKLG-8-D2_20250616_120000"", ""OKLG-8-E3_20250616_120000""]","[1081.5, 1081.5, 1081.5, 1081.5, 1081.5, 1081.5, 1081.5, 1081.5]","[0.0, -0.11447067486808216, 0.07457099179858451, -0.034179008201415506, 0.06536265846525113, 0.09092515846525118, 0.08944599179858448, -0.036074841534748825]","[0.0, 0.1267793896553437, -0.5278145403311383, 0.26413884981555724, -0.5423226824142814, -0.5460209645785437, -0.4958269927055171, 0.12157407431788554]",0.3900813989525439,0.1660441635176539,True
OKLG8_WEML_0044,Western Meadowlark,2025-06-16 12:36:07.500000+00:00,3.0,306247.8347819984,5466521.176681878,677.0717106460212,11U,"[""OKLG-8-E3_20250616_120000"", ""OKLG-8-D4_20250616_120000"", ""OKLG-8-F2_20250616_120000"", ""OKLG-8-D2_20250616_120000"", ""OKLG-8-F4_20250616_120000"", ""OKLG-8-E2_20250616_120000"", ""OKLG-8-E4_20250616_120000"", ""OKLG-8-F3_20250616_120000""]","[1083.0, 1083.0, 1083.0, 1083.0, 1083.0, 1083.0, 1083.0, 1083.0]","[0.0, 0.13173765846525115, 0.0019043251319177945, 0.12552932513191783, 0.030050158465251164, 0.03609182513191783, 0.058841825131917824, -0.07838734153474886]","[0.0, -0.8492135041645105, 0.1565712262581873, -0.7485239400208885, -0.3330924507928693, -0.2558427433277555, -0.4498717361200906, 0.3962172868079754]",0.4798105121745463,0.2153442865237593,True
OKLG8_WEML_0045,Western Meadowlark,2025-06-16 12:36:25.500000+00:00,3.0,306247.8649249132,5466521.179869424,677.1168045492078,11U,"[""OKLG-8-E3_20250616_120000"", ""OKLG-8-F3_20250616_120000"", ""OKLG-8-F4_20250616_120000"", ""OKLG-8-D4_20250616_120000"", ""OKLG-8-E2_20250616_120000"", ""OKLG-8-E4_20250616_120000"", ""OKLG-8-F2_20250616_120000"", ""OKLG-8-D2_20250616_120000""]","[1092.0, 1092.0, 1092.0, 1092.0, 1092.0, 1092.0, 1092.0, 1092.0]","[0.0, -0.07849150820141554, 0.029925158465251178, 0.1316126584652511, 0.036133491798584494, 0.058820991798584465, 0.0018209917985844704, 0.12513349179858446]","[0.0, 0.38983211093099485, -0.3113268811317864, -0.8069047908465966, -0.2896910176215467, -0.44685071802679777, 0.13781189061528867, -0.624141944821565]",0.446112454641712,0.226837464608252,True
OKLG8_WEML_0046,Western Meadowlark,2025-06-16 12:36:28+00:00,3.0,306247.8649249145,5466521.179869431,677.1168045082696,11U,"[""OKLG-8-E3_20250616_120000"", ""OKLG-8-E4_20250616_120000"", ""OKLG-8-D4_20250616_120000"", ""OKLG-8-F4_20250616_120000"", ""OKLG-8-E2_20250616_120000"", ""OKLG-8-D2_20250616_120000"", ""OKLG-8-F3_20250616_120000"", ""OKLG-8-F2_20250616_120000""]","[1093.5, 1093.5, 1093.5, 1093.5, 1093.5, 1093.5, 1093.5, 1093.5]","[0.0, 0.058820991798584465, 0.1316126584652511, 0.029925158465251178, 0.036133491798584494, 0.12513349179858446, -0.07849150820141554, 0.0018209917985844704]","[0.0, -0.44685071881857913, -0.8069047900394537, -0.3113268838321503, -0.28969101682610504, -0.6241419428825234, 0.38983211393596356, 0.13781188922789156]",0.4461124546649069,0.2351167546585202,True
OKLG8_WEML_0047,Western Meadowlark,2025-06-16 12:36:31.500000+00:00,3.0,306172.4785792322,5466544.809257485,684.0391444820974,11U,"[""OKLG-8-C1_20250616_120000"", ""OKLG-8-D2_20250616_120000"", ""OKLG-8-D1_20250616_120000"", ""OKLG-8-B2_20250616_120000""]","[1095.0, 1095.0, 1095.0, 1095.0]","[0.0, -0.13976234153474884, 0.07096682513191782, 0.0582793251319178]","[0.0, 13.233913072939957, -28.372582705689553, -7.4926763434311985]",16.095652389704018,0.2591993368696421,True
OKLG8_WEML_0048,Western Meadowlark,2025-06-16 12:36:55.500000+00:00,3.0,306248.1018656877,5466521.235871919,677.0453970639534,11U,"[""OKLG-8-F2_20250616_120000"", ""OKLG-8-F1_20250616_120000"", ""OKLG-8-E3_20250616_120000"", ""OKLG-8-G1_20250616_120000"", ""OKLG-8-F3_20250616_120000"", ""OKLG-8-E1_20250616_120000"", ""OKLG-8-E2_20250616_120000"", ""OKLG-8-G3_20250616_120000""]","[1107.0, 1107.0, 1107.0, 1107.0, 1107.0, 1107.0, 1107.0, 1107.0]","[0.0, 0.10986265846525117, -0.0018248415347488223, 0.13734182513191778, -0.08030400820141553, 0.12444599179858451, 0.03498765846525115, 0.02080015846525113]","[0.0, -1.1845516901150008, 0.18100920099180234, -0.7907230347804907, 0.2626068052755408, -0.5528680523848086, -0.4432379727946077, -0.41560953510304105]",0.5921345454002516,0.1617813894990831,True
OKLG8_WEML_0049,Western Meadowlark,2025-06-16 12:37:19.500000+00:00,3.0,306248.1892028795,5466521.377920289,677.4377015406089,11U,"[""OKLG-8-E4_20250616_120000"", ""OKLG-8-D3_20250616_120000"", ""OKLG-8-D4_20250616_120000"", ""OKLG-8-F3_20250616_120000"", ""OKLG-8-E5_20250616_120000"", ""OKLG-8-E3_20250616_120000"", ""OKLG-8-D5_20250616_120000"", ""OKLG-8-F4_20250616_120000"", ""OKLG-8-F5_20250616_120000""]","[1119.0, 1119.0, 1119.0, 1119.0, 1119.0, 1119.0, 1119.0, 1119.0, 1119.0]","[0.0, 0.04250849179858451, 0.07277932513191782, -0.13713734153474885, 0.09019599179858451, -0.05876234153474885, 0.13775849179858451, -0.02886650820141551, 0.0719043251319178]","[0.0, -0.3208706096147822, -0.3551679497209624, 0.42841545462397246, -0.6492266476690042, 0.39378381692000486, -0.8048497085993576, -0.03697336136762782, -0.5626355484362735]",0.4660605349502857,0.1605106188605229,True
OKLG8_WEML_0050,Western Meadowlark,2025-06-16 12:37:22+00:00,3.0,306248.0605311382,5466520.92547697,676.2833330970383,11U,"[""OKLG-8-E2_20250616_120000"", ""OKLG-8-E1_20250616_120000"", ""OKLG-8-D3_20250616_120000"", ""OKLG-8-E3_20250616_120000"", ""OKLG-8-D2_20250616_120000"", ""OKLG-8-F1_20250616_120000"", ""OKLG-8-F3_20250616_120000"", ""OKLG-8-F2_20250616_120000""]","[1120.5, 1120.5, 1120.5, 1120.5, 1120.5, 1120.5, 1120.5, 1120.5]","[0.0, 0.09144599179858448, 0.06469599179858448, -0.03655400820141552, 0.08892515846525118, 0.07475849179858451, -0.11494984153474885, -0.034574841534748824]","[0.0, -0.6844180341759663, -0.44116164081575926, 0.11681167789246916, -0.3535127809235476, -0.5394562458014529, 0.07827630280600764, 0.4483183349069181]",0.4030814811129674,0.1912870681844651,True
